table,variable,coef,se,z_abs,stars,spec,paper_title,journal,year,direction,positive,negative,estimated,note,t_stat,dependent,panel,leverage_measure,asset_class,pvalue,pvalue_bootstrap,pval
Table XI,Difference(MF−NonMF),-0.474,0.31,1.53,,"Panel A, Y=Amihud, Long-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-0.066,0.33,0.2,,"Panel A, Y=Amihud, Long-term−Short-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-0.855,0.201,4.25,***,"Panel A, Y=Rspread, Short-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-1.287,0.318,4.04,***,"Panel A, Y=Rspread, Long-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-0.432,0.363,1.19,,"Panel A, Y=Rspread, Long-term−Short-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-1.068,0.212,5.04,***,"Panel A, Y=Size-WeightedRspread, Short-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-1.302,0.31,4.2,***,"Panel A, Y=Size-WeightedRspread, Long-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-0.234,0.366,0.64,,"Panel A, Y=Size-WeightedRspread, Long-term−Short-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-0.657,0.244,2.69,***,"Panel A, Y=EffectiveSpread, Short-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-0.774,0.308,2.51,**,"Panel A, Y=EffectiveSpread, Long-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,Difference(MF−NonMF),-0.117,0.39,0.3,,"Panel A, Y=EffectiveSpread, Long-term−Short-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,TopY,-0.101,0.006,16.5,***,"Panel B, Y=Four-FactorAlpha, Short-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table XI,TopY,-0.114,0.007,16.06,***,"Panel B, Y=Four-FactorAlpha, Long-term","Mandatory Portfolio Disclosure, Stock Liquidity, and Mutual Fund Performance",JF,2015,0,False,False,,,,,,,,,,
Table I (main table in text),"BankRatingi,07 × Post-GreekBailoutt",0.095,0.027,3.519,***,Col (1) - Distressed Borrowing Indicator,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table I,"BankRatingi,07 × Post-GreekBailoutt",0.342,0.068,5.029,***,Col (2) - Log(Borrowing),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table I,"BankRatingi,07 × Post-GreekBailoutt",0.443,0.13,3.408,***,Col (3) - Log Collateral Rating,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table I,"BankRatingi,07 × Post-GreekBailoutt",0.886,0.286,3.099,***,Col (4) - Distressed Sovereign Debt/Assets,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table I,"BankRatingi,07 × Post-Lehmant",0.037,0.018,2.056,**,Col (1) - Distressed Borrowing Indicator,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table I,"BankRatingi,07 × Post-Lehmant",0.146,0.041,3.561,***,Col (2) - Log(Borrowing),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table I,"BankRatingi,07 × Post-Lehmant",-0.032,0.036,0.889,,Col (3) - Log Collateral Rating,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table I,"BankRatingi,07 × Post-Lehmant",0.387,0.126,3.071,***,Col (4) - Distressed Sovereign Debt/Assets,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table IX,"Log(CDS)i,10 × Post-GreekBailoutt",0.233,0.116,2.009,**,Col (1) - Borrowing Indicator,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table IX,"Log(CDS)i,10 × Post-GreekBailoutt",1.527,0.391,3.904,***,Col (2) - Log(Borrowing),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table IX,"Log(CDS)i,10 × Post-GreekBailoutt",2.501,0.717,3.489,***,Col (3) - Log Collateral Rating,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table IX,"Log(CDS)i,10 × Post-GreekBailoutt",2.955,0.992,2.978,***,Col (4) - Distressed Sovereign Debt/Assets,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table IX,"Log(CDS)i,10 × Post-Lehmant",0.086,0.096,0.896,,Col (1) - Borrowing Indicator,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table IX,"Log(CDS)i,10 × Post-Lehmant",1.0,0.204,4.902,***,Col (2) - Log(Borrowing),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table IX,"Log(CDS)i,10 × Post-Lehmant",-0.169,0.267,0.633,,Col (3) - Log Collateral Rating,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table IX,"Log(CDS)i,10 × Post-Lehmant",1.883,0.728,2.585,***,Col (4) - Distressed Sovereign Debt/Assets,Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table X,"BankRatingi,07 × Post-GreekBailoutt",0.188,0.058,3.241,***,Col (1) - Borrowing/Collateral (All),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table X,"BankRatingi,07 × Post-GreekBailoutt",0.141,0.054,2.611,***,Col (2) - Borrowing/Collateral (Country-time FE),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table X,"BankRatingi,07 × Post-GreekBailoutt",0.168,0.062,2.71,***,Col (3) - Borrowing/Collateral (Nondistressed),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table X,"BankRatingi,07 × Post-Lehmant",0.103,0.041,2.512,**,Col (1) - Borrowing/Collateral (All),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table X,"BankRatingi,07 × Post-Lehmant",0.092,0.048,1.917,*,Col (2) - Borrowing/Collateral (Country-time FE),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table X,"BankRatingi,07 × Post-Lehmant",0.09,0.045,2.0,**,Col (3) - Borrowing/Collateral (Nondistressed),Who Borrows from the Lender of Last Resort?,JF,2016,-1,False,True,,,,,,,,,,
Table V,RWCapitalReq(%),0.209,0.041,5.098,***,Col (1),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,RWCapitalReq(%),0.258,0.036,7.167,***,Col (2),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,RWCapitalReq(%),0.297,0.045,6.6,***,Col (3),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,RWCapitalReq(%),0.312,0.034,9.176,***,Col (4),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,RWCapitalReq(%),0.233,0.019,12.263,***,Col (5),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,RWCapitalReq(%),0.273,0.136,2.007,**,Col (6),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,HighLTV,1.038,0.083,12.506,***,Col (1),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,HighLTV,0.989,0.09,10.989,***,Col (2),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,HighLTV,1.034,0.039,26.513,***,Col (3),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,HighLTV,1.022,0.038,26.895,***,Col (4),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,HighLTV,0.904,0.248,3.645,***,Col (5),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Fix5,0.598,0.073,8.192,***,Col (1),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Fix5,0.592,0.072,8.222,***,Col (2),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Fix5,0.603,0.052,11.596,***,Col (3),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Fix5,0.598,0.052,11.5,***,Col (4),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Fix5,0.608,0.082,7.415,***,Col (5),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Swaprates,0.28,0.16,1.75,*,Col (1),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Swaprates,0.297,0.15,1.98,**,Col (2),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Swaprates,0.278,0.133,2.09,**,Col (3),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Swaprates,0.281,0.133,2.113,**,Col (4),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Swaprates,0.219,0.207,1.058,,Col (5),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Fundingspreads,0.12,0.21,0.571,,Col (2),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Fundingspreads,0.149,0.194,0.768,,Col (3),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Fundingspreads,0.111,0.191,0.581,,Col (4),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,Fundingspreads,0.428,0.281,1.522,,Col (5),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,RWCapitalReq(%) × Highbuffer,-0.083,0.035,2.371,**,Col (5),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table V,RWCapitalReq(%) × Highfundingspread,0.143,0.031,4.613,***,Col (5),Leverage Regulation and Market Structure: A Structural Model of the U.K. Mortgage Market,JF,2021,-1,False,True,,,,,,,,,,
Table III,AffectedDealers×PostRegulation,-21.706,5.183,4.186,***,Selling (1),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table III,AffectedDealers×PostRegulation,-21.751,5.347,4.071,***,Selling (2),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table III,AffectedDealers×PostRegulation,2.704,12.585,0.215,,Buying (3),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table III,AffectedDealers×PostRegulation,2.434,12.255,0.199,,Buying (4),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table III,DealerCDS,0.274,0.531,0.516,,Selling (2),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table III,DealerCDS,-0.034,0.569,0.06,,Buying (4),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table III,DealerLogVolume,-0.826,3.848,0.215,,Selling (2),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table III,DealerLogVolume,6.784,7.172,0.946,,Buying (4),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table IV,AffectedDealers×PostRegulation,-19.74,4.988,3.956,***,Hedgers (1),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table IV,AffectedDealers×PostRegulation,-19.363,4.97,3.893,***,Hedgers (2),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table IV,AffectedDealers×PostRegulation,-7.331,5.336,1.374,,Others (3),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table IV,AffectedDealers×PostRegulation,-8.188,5.344,1.532,,Others (4),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table IV,DealerCDS,-0.977,0.256,3.816,***,Hedgers (2),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table IV,DealerCDS,0.532,0.241,2.207,**,Others (4),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table IV,DealerLogVolume,4.666,2.606,1.79,*,Hedgers (2),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table IV,DealerLogVolume,3.408,2.4,1.42,,Others (4),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table V,AffectedDealers×PostPlaceboDate,3.398,3.189,1.066,,Panel A - All,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table V,AffectedDealers×PostPlaceboDate,5.116,4.334,1.181,,Panel A - Selling,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table V,AffectedDealers×PostPlaceboDate,3.378,4.876,0.693,,Panel A - Buying,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table V,AffectedDealers×PostPlaceboDate,5.199,4.806,1.082,,Panel B - All,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table V,AffectedDealers×PostPlaceboDate,5.797,6.261,0.926,,Panel B - Hedgers,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table V,AffectedDealers×PostPlaceboDate,4.375,6.747,0.649,,Panel B - Others,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VI,AffectedDealers×PostRegulation,3.167,6.531,0.485,,Panel A - All,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VI,AffectedDealers×PostRegulation,6.608,8.097,0.816,,Panel A - Selling,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VI,AffectedDealers×PostRegulation,-2.213,10.788,0.205,,Panel A - Buying,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VI,AffectedDealers×PostRegulation,3.467,3.139,1.104,,Panel B - All,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VI,AffectedDealers×PostRegulation,3.871,6.668,0.58,,Panel B - Hedgers,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VI,AffectedDealers×PostRegulation,2.455,3.216,0.764,,Panel B - Others,Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VII,CapitalRequirements,0.314,0.893,0.352,,Panel A (1),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VII,CapitalRequirements,0.298,1.279,0.233,,Panel A (2),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VII,CapitalRequirements,1.132,1.0,1.132,,Panel A (3),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VII,CapitalRequirements,0.994,1.54,0.645,,Panel A (4),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VII,CapitalRequirements,-4.482,1.62,2.766,**,Panel B (1),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VII,CapitalRequirements,-5.26,1.075,4.893,***,Panel B (2),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VII,CapitalRequirements,-5.02,1.568,3.202,***,Panel B (3),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table VII,CapitalRequirements,-5.794,1.039,5.579,***,Panel B (4),Currency Mispricing and Dealer Balance Sheets,JF,2021,-1,False,True,,,,,,,,,,
Table III,D(IRBLOAN),-0.3341,0.0434,7.704,***,"Panel A, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(IRBLOAN),-0.3446,0.0359,9.599,***,"Panel A, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(IRBLOAN),-0.2478,0.0347,7.139,***,"Panel A, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,LOG(LOANS),-0.0557,0.008,6.963,***,"Panel A, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,LOG(LOANS),-0.0248,0.0105,2.362,**,"Panel A, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,LOG(LOANS),-0.0526,0.0096,5.479,***,"Panel A, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,COLLATERAL,0.1726,0.0489,3.53,***,"Panel A, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,COLLATERAL,0.1703,0.0404,4.214,***,"Panel A, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,COLLATERAL,0.1425,0.0311,4.582,***,"Panel A, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(RELA),0.0465,0.0249,1.866,*,"Panel A, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(RELA),-0.123,0.0369,3.333,***,"Panel A, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(RELA),-0.0473,0.0331,1.429,,"Panel A, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(IRBLOAN),-0.0676,0.0175,3.863,***,"Panel B, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(IRBLOAN),-0.0542,0.0161,3.366,***,"Panel B, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(IRBLOAN),-0.0665,0.0133,5.0,***,"Panel B, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,LOG(LOANS),-0.0536,0.0076,7.053,***,"Panel B, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,LOG(LOANS),-0.0378,0.0059,6.407,***,"Panel B, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,LOG(LOANS),-0.0405,0.0058,6.983,***,"Panel B, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,COLLATERAL,-0.2826,0.0411,6.876,***,"Panel B, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,COLLATERAL,-0.2711,0.0185,14.654,***,"Panel B, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,COLLATERAL,-0.2251,0.0166,13.554,***,"Panel B, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(RELA),0.0224,0.01,2.24,**,"Panel B, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(RELA),0.0367,0.0186,1.975,**,"Panel B, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(RELA),0.0197,0.0165,1.194,,"Panel B, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(IRBLOAN),0.0013,0.0007,1.857,*,"Panel C, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(IRBLOAN),0.0012,0.0005,2.4,**,"Panel C, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,D(IRBLOAN),0.0009,0.0006,1.5,,"Panel C, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,LOG(LOANS),0.0002,0.0001,2.0,,"Panel C, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,LOG(LOANS),0.0001,0.0001,1.0,,"Panel C, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,LOG(LOANS),-0.0001,0.0001,1.0,,"Panel C, Col (3)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,COLLATERAL,-0.0002,0.0006,0.333,,"Panel C, Col (1)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
Table III,COLLATERAL,-0.0015,0.0005,3.0,***,"Panel C, Col (2)",The Limits of Model‐Based Regulation,JF,2022,-1,False,True,,,,,,,,,,
